iteration,gini,selectivity,mean_pli,mean_centrality
0,0.33362114333176235,0.012637621828354878,0.3240789188009444,0.32966231603893853
1,0.3430614333579726,0.030033143190685993,0.29934690228341326,0.327558521167928
2,0.0868549392617491,0.28707666133253473,0.3784588975010803,0.24760950190463585
3,0.282426802352926,0.217472136112464,0.2986362235604152,0.2014648379741948
4,0.3213989985793606,0.2556361300128215,0.06710756380670677,0.3558573076011112
5,0.27690422735218667,0.3161915607305194,0.2826099086649743,0.1242943032523197
6,0.2959857765640818,0.26975506274324557,0.2720800140983645,0.16217914659430802
7,0.3536614953254469,0.19451782207878573,0.11040648768829346,0.3414141949074739
8,0.2630320716477138,0.10777429241062463,0.3554001094473284,0.2737935264943332
9,0.2687860272353078,0.14578265161950033,0.2869166023222285,0.2985147188229633
10,0.2400536593439628,0.13196349360774912,0.3353945998658946,0.2925882471823935
11,0.15795650908294082,0.3153083264174146,0.3518457644768752,0.17488940002276943
12,0.05437751094254516,0.39292160580104873,0.3824920232602371,0.17020885999616892
13,0.2832111723264601,0.13071675448510706,0.25747629228229274,0.32859578090614006
14,0.16914130047181955,0.271506895912149,0.30624091108858426,0.25311089252744723
15,0.25557089799896127,0.2527042357083203,0.292458919523518,0.19926594676920037
16,0.36282432319180624,0.17412617417920498,0.12966628299355842,0.3333832196354304
17,0.08089213280913077,0.2632194419621802,0.37783374183547663,0.27805468339321227
18,0.15933733361188848,0.36165477973797977,0.25210050444145043,0.2269073822086812
19,0.01430378637846925,0.40598168359778175,0.275284258739978,0.3044302712837709
20,0.31522962531753473,0.14698438038003006,0.33850879548504215,0.1992771988173931
21,0.30913129807919243,0.23975155092205566,0.13081979112437964,0.3202973598743723
22,0.32964935638178394,0.11562306067015204,0.3207180899250764,0.2340094930229877
23,0.07843481721794761,0.4209769861641051,0.36756853683262947,0.13301965978531785
24,0.18162423684049622,0.38518552545935836,0.3964023371972494,0.03678790050289615
25,0.37826269869859797,0.012760276652289447,0.2962963222251345,0.31268070242397816
26,0.3248684760015874,0.16931827029646382,0.2375318446430013,0.2682814090589475
27,0.03780706794006535,0.28295989115513465,0.3104408757315534,0.36879216517324664
28,0.033572168641231595,0.38703183971681226,0.39198598291795345,0.18741000872400282
29,0.0075177662844840105,0.3900164958867667,0.2071468955232143,0.39531884230553505
30,0.27863000573830665,0.15579179817508568,0.33073329994176864,0.23484489614483905
31,0.19882287504312934,0.28415112150862437,0.3124369341354846,0.20458906931276166
32,0.25966200986945354,0.18507398105731884,0.2869073719221165,0.26835663715111124
33,0.16741772039175787,0.24475261359212638,0.4069473286221948,0.18088233739392087
34,0.29798924208779043,0.1351213903015451,0.280835551420861,0.2860538161898036
35,0.0452113248052389,0.39096229123590365,0.32815951687560957,0.23566686708324783
36,0.3000155940741236,0.26043980692284274,0.2322159164313933,0.20732868257164042
37,0.2892355509129972,0.11796979846251043,0.35063438370510297,0.24216026691938947
38,0.3187871465233147,0.121786252515612,0.3244098553634427,0.23501674559763064
39,0.3108869214620928,0.17632528109938012,0.3113514171011047,0.20143638033742245
40,0.1911865263593893,0.3562110574283095,0.1188163175368659,0.33378609867543524
41,0.08415526917100039,0.3398185720211678,0.28658108956434897,0.2894450692434829
42,0.29042011253005884,0.2290102359270318,0.10621025778406551,0.37435939375884386
43,0.2664367494470736,0.31518255434765524,0.3842874747806552,0.03409322142461588
44,0.029348151047099084,0.010798636487182283,0.47770393738360095,0.48214927508211763
45,0.1012624442591793,0.4462539314504806,0.44061242872324347,0.011871195567096631
46,0.17553093837274536,0.32713942432787046,0.17439160146374005,0.3229380358356442
47,0.3000668905066668,0.16631927077405342,0.3055943336668358,0.22801950505244398
48,0.27340689670631135,0.19623002267620518,0.25615717755897505,0.2742059030585084
49,0.08782325105113768,0.32673013785693594,0.30700793154146727,0.2784386795504591
50,0.27335146369534497,0.24547898594003328,0.29513520113104796,0.18603434923357376
51,0.27082935655332674,0.2673158594691209,0.1840401310539554,0.27781465292359697
52,0.3281315311950626,0.06444289283002744,0.2597650493381971,0.34766052663671276
53,0.03462439996767095,0.4693585860010296,0.47584400806059807,0.020173005970701333
54,0.2811749992898765,0.2353260122862955,0.1802536190146364,0.3032453694091916
55,0.0005181843187119927,0.3683360767841526,0.39411893198726994,0.23702680690986544
56,0.3044252431289132,0.10902835767543947,0.30032163592018757,0.28622476327545976
57,0.4028673109310436,0.00934897924486566,0.2826114929935325,0.30517221683055823
58,0.017840682082606647,0.4722792767847749,0.4809606460055519,0.0289193951270665
59,0.15839561679598047,0.22476718622431055,0.36020705301638156,0.2566301439633275
60,0.2585650843483152,0.14612470441361397,0.3096502393269001,0.2856599719111707
61,0.3442877302577415,0.08550444767955953,0.23651435137567972,0.3336934706870192
62,0.3491552701737817,0.008181384826148589,0.2934425117558653,0.34922083324420455
63,0.10242525663334898,0.36856938373494,0.19232493584860308,0.336680423783108
64,0.11376697976991437,0.37460592645352203,0.245659825045173,0.26596726873139065
65,0.2498248228376788,0.3133260082022452,0.2260397789180369,0.21080939004203905
66,0.18479262515855915,0.16360845702339458,0.3298841817106097,0.3217147361074366
67,0.3076333203799706,0.20622822748520592,0.31988365819576126,0.1662547939390622
68,0.3361950406448505,0.0760967747478099,0.25907593993927486,0.32863224466806473
69,0.3714977902379586,0.19464302970208108,0.13285060049576214,0.3010085795641982
70,0.27217475064119234,0.30111779535592764,0.34842479926397535,0.07828265473890467
71,0.2707829699727091,0.17471334171788705,0.2597090866981034,0.29479460161130033
72,0.3683231705342709,0.14522401160887308,0.37857773756375607,0.10787508029309995
73,0.28968857415570043,0.29122531462578616,0.012251361641262117,0.4068347495772513
74,0.20935873081273637,0.3387116543714366,0.3156639046145799,0.13626571020124725
75,0.12714504764154028,0.3154053355477851,0.36956543445826506,0.18788418235240958
76,0.16477725679622168,0.33869372018388555,0.1911133680495932,0.3054156549702995
77,0.2804158098008717,0.17797539884486935,0.23240218429973755,0.30920660705452135
78,0.3373074196775349,0.10776389364332585,0.32473466582049815,0.23019402085864107
79,0.07715920833422468,0.40536131293631034,0.06839538445821285,0.4490840942712522
80,0.33304841938241414,0.1641347158120743,0.3376644586207255,0.16515240618478608
81,0.19266360595419266,0.3494005979206264,0.28056340724153783,0.1773723888836431
82,0.25871858672806264,0.2766135054023393,0.06699704176382945,0.3976708661057686
83,0.013578402037318244,0.3434976420325148,0.30441140413491685,0.33851255179525014
84,0.08409325073559525,0.39087564036018774,0.3679554108537264,0.15707569805049065
85,0.10426515542972734,0.3751048783848938,0.3810328513903882,0.13959711479499062
86,0.276057307399352,0.19374836691412872,0.2045347328934128,0.32565959279310636
87,0.35571258074569956,0.043420163219467664,0.2778455202275848,0.32302173580724797
88,0.4328190693726943,0.1191748623724488,0.045034844163588515,0.4029712240912683
89,0.3911232035057862,0.08208790702040013,0.13236290479487264,0.39442598467894097
90,0.13947612969039297,0.339383005486005,0.3462942239163171,0.17484664090728508
91,0.36695329914754576,0.07693705252737526,0.2884852978030911,0.26762435052198785
92,0.2790523563981297,0.05576999725856516,0.30807320808709454,0.3571044382562105
93,0.18777380917632697,0.29699820004873273,0.265726046355285,0.2495019444196552
94,0.24430719534217904,0.25825038321876165,0.3438900588118162,0.15355236262724312
95,0.07719839262851046,0.45709645971095975,0.45881785318195106,0.006887294478578812
96,0.3620240962177259,0.06964975266335106,0.2282488664988956,0.34007728462002745
97,0.02056440906568611,0.4300995727044592,0.45037700658103474,0.09895901164881997
98,0.11055699673550287,0.2591632655440741,0.28690781020837175,0.3433719275120512
99,0.17049095211591211,0.24326681287791588,0.3599685198213066,0.22627371518486536
100,0.04482376932653945,0.29792370507899407,0.34895507306019047,0.30829745253427604
101,0.3412777754268884,0.06317694951679496,0.2615978933687806,0.33394738168753596
102,0.1811576785162413,0.15613913838709992,0.3451528147095013,0.3175503683871574
103,0.039655199549210665,0.363790981616131,0.23801661757339,0.35853720126126837
104,0.1767441707485992,0.34827258729650895,0.1265584900161111,0.3484247519387808
105,0.165286406556966,0.3354100131363232,0.3979032279950543,0.1014003523116565
106,0.30184946528807344,0.02812880961132616,0.3281590430897402,0.34186268201086023
107,0.17518428426556726,0.11835101689850483,0.369375799215746,0.337088899620182
108,0.362240696305424,0.07261861066127658,0.23623057790088658,0.3289101151324129
109,0.20110370691762114,0.31035600314918194,0.3208416965594584,0.1676985933737385
110,0.18727754775151026,0.35262748802807387,0.3829351219430262,0.07715984227738966
111,0.163068859402879,0.35720335981495,0.41211576208631184,0.06761201869585916
112,0.13109043347703603,0.35936719425068087,0.30030773584114,0.20923463643114296
113,0.35258321713284385,0.1185968231574055,0.17276090483729697,0.3560590548724537
114,0.28096476531688425,0.25826158082132233,0.059553775662436824,0.40121987819935656
115,0.3408792658111624,0.24076277736411786,0.0510689549781904,0.36728900184652946
116,0.2850487552374632,0.342293869305982,0.06060085658900896,0.3120565188675458
117,0.18555333901417873,0.3840500581346057,0.374842948187258,0.055553654663957536
118,0.3302143838161944,0.1254186181179083,0.17604238298932748,0.3683246150765699
119,0.1354256265097607,0.25394002115810005,0.3389032821295704,0.2717310702025689
120,0.12251202564819422,0.4296875072642217,0.4237545672355179,0.02404589985206615
121,0.3104981258008139,0.41041764004347375,0.22916967719429046,0.04991455696142199
122,0.3293146273861522,0.22158971173666844,0.14001470350247644,0.30908095737470287
123,0.16574085573609224,0.3289700733022791,0.29087748461644247,0.21441158634518623
124,0.035675747094168,0.39087221526922167,0.316285848476487,0.25716618916012335
125,0.30502068217093914,0.1306123807228533,0.2919622339871681,0.2724047031190395
126,0.3051471056305536,0.28381817165705536,0.3583007344916685,0.052733988220722505
127,0.3804922923394877,0.10835811391390976,0.16944855538901646,0.34170103835758603
128,0.3589807192152135,0.024706927332008924,0.36042173628999224,0.2558906171627854
129,0.3323377844150115,0.009450251386182487,0.30306463916404663,0.3551473250347594
130,0.3721768728021547,0.15223311112051596,0.25074163543534267,0.22484838064198667
131,0.012899988738100495,0.37511539455054294,0.2978807083967633,0.3141039083145932
132,0.4668005431318973,0.05759788390603468,0.015050320019698901,0.46055125294236915
133,0.3813312544264392,0.16132944825994786,0.1258972450588482,0.33144205225476475
134,0.31399794200618464,0.2895575681085748,0.3903696612177669,0.006074828667473724
135,0.3505614102757884,0.10033555885570025,0.2178565258835831,0.3312465049849282
136,0.21652816105080883,0.30991029178709045,0.3563454972365836,0.11721604992551722
137,0.3304805203868042,0.2865256615881978,0.01866540628051365,0.3643284117444843
138,0.13420130907074018,0.3595404745735742,0.21881927537545764,0.28743894098022793
139,0.35582755311041964,0.20433262280107403,0.07309791320903124,0.36674191087947505
140,0.2867882217336107,0.1047001765891326,0.26173587686548927,0.3467757248117674
141,0.35527649833188624,0.022721129371874517,0.3612419572003599,0.2607604150958793
142,0.24122896347732367,0.25048576261294947,0.2555446476302427,0.2527406262794842
143,0.3306251760907225,0.3122537933794396,0.013880700360887363,0.3432403301689505
144,0.23249250037317823,0.23502448192948572,0.2600195293258208,0.2724634883715153
145,0.31012109132333066,0.23122839357806568,0.21365910735324908,0.2449914077453545
146,0.22753498051443505,0.2538044499650198,0.29332096809283925,0.22533960142770587
147,0.2070388474094021,0.2758635695146859,0.3350930295649794,0.18200455351093262
148,0.34313639895349785,0.061004540041594224,0.2695367084599955,0.3263223525449124
149,0.2436922378381002,0.008757178607968227,0.3548526725115094,0.39269791104242213
150,0.31311070971813176,0.08438671380182988,0.33948192757042533,0.263020648909613
151,0.25340431566737864,0.1786938629614937,0.3312390723876412,0.2366627489834864
152,0.09785505823942799,0.27159217236249045,0.36092933290980994,0.2696234364882716
153,0.27965140190686943,0.293388929599111,0.2518667462099162,0.17509292228410336
154,0.22605462919571204,0.24935039370204967,0.31826604667047714,0.2063289304317611
155,0.1832573809301611,0.3061185048848437,0.281568190672977,0.22905592351201812
156,0.22846608420655565,0.21020651966631634,0.2963685648425444,0.2649588312845836
157,0.3438383825905106,0.04249488683470922,0.2682704762186828,0.3453962543560974
158,0.1229039096118144,0.3020092184068738,0.36372450288668573,0.2113623690946261
159,0.18382363595798057,0.29726662985681584,0.10941216986534091,0.40949756431986256
160,0.3475354208621465,0.14226760253693727,0.21105442329379714,0.299142553307119
161,0.3104556862031626,0.27592715022143655,0.0807521121896384,0.33286505138576233
162,0.09995236146128637,0.3713095780008059,0.25979515250456725,0.2689429080333404
163,0.2970063497222594,0.08909393498456221,0.31624739551897674,0.2976523197742016
164,0.09414134005160259,0.3926344210213003,0.4304984816238372,0.08272575730325989
165,0.23253072580334785,0.25854018284713015,0.3005714876040854,0.20835760374543658
166,0.346278163223831,0.08079336098821714,0.3427401210335302,0.23018835475442173
167,0.11064282042026807,0.27633838228672375,0.3408152880843695,0.27220350920863867
168,0.33334585633065295,0.19293956641589824,0.15335373547540185,0.3203608417780469
169,0.3291709063796911,0.07763623526059396,0.23644953678669248,0.35674332157302235
170,0.3132779013393514,0.012402510922576599,0.29204842132369907,0.382271166414373
171,0.10527092008024158,0.34072362796589417,0.3991639571682052,0.154841494785659
172,0.24007859622535455,0.30432950945589105,0.27269297031485723,0.1828989240038973
173,0.3150298940122912,0.25899792995080084,0.29326836106657844,0.13270381497032951
174,0.17469145650339105,0.34587767945661346,0.37879583522653754,0.10063502881345801
175,0.33148520608891585,0.14973891021105618,0.193584662558823,0.32519122114120497
176,0.05915858601340471,0.4677524446228786,0.031409973168045696,0.44167899619567086
177,0.2396501018070609,0.1629728660514547,0.2959539149373113,0.301423117204173
178,0.25617348467709394,0.08474452643838341,0.2497831989972441,0.40929878988727847
179,0.3078461963661161,0.21443655760942923,0.30328579768636177,0.1744314483380929
180,0.35411900787585754,0.008480116398406106,0.25000137784134835,0.387399497884388
181,0.3227419317997942,0.027925764225990152,0.30657768770135607,0.3427546162728595
182,0.2353242995022731,0.21253292680997318,0.29691255353376034,0.2552302201539933
183,0.3507040134901625,0.07308482182607284,0.26078930854911636,0.3154218561346483
184,0.3338189136449724,0.3091966309678807,0.0817088907017506,0.2752755646853965
185,0.01708550152004331,0.3646961870611226,0.4305962885210457,0.18762202289778848
186,0.3537508899357926,0.08130586130882896,0.2708694294618422,0.2940738192935362
187,0.3456711712892385,0.20629607399355868,0.17073983734765896,0.2772929173695437
188,0.03758398336342441,0.2874606635172555,0.3653367638188151,0.3096185893005049
189,0.3372698283654007,0.22291558705835626,0.045543245684714434,0.39427133889152854
190,0.2707935749986529,0.27853368774906795,0.14984705436396362,0.3008256828883154
191,0.25178430833337995,0.34186655502342733,0.12774485258428064,0.27860428405891213
192,0.24823210438690746,0.2973486069975964,0.3467104109980363,0.10770887761745981
193,0.202836869537152,0.35313175111558687,0.3717044117452212,0.0723269676020399
194,0.34451817995129286,0.12776924824287533,0.1543111968480022,0.3734013749578296
195,0.3005063211028497,0.2579828655298487,0.08209732728547137,0.35941348608183027
196,0.1941528301651737,0.20065955737928978,0.29257907783413784,0.3126085346213987
197,0.30548790314371466,0.3124592116952874,0.02399363601579944,0.35805924914519854
198,0.07174019806019721,0.33670906300310083,0.3584711569069994,0.23307958202970255
199,0.36995946023193793,0.34373430800436855,0.2299848654526609,0.05632136631103266
200,0.19908305427691794,0.25467990783176053,0.3323581226133526,0.21387891527796893
201,0.2653705960469952,0.284499563264645,0.30632466220467874,0.1438051784836811
202,0.23863217549629312,0.3001078486640305,0.26972083956501136,0.19153913627466498
203,0.04652785038086475,0.4057653653698606,0.2942613915578232,0.25344539269145144
204,0.34074641410199746,0.029498430197670837,0.3477622944169871,0.2819928612833446
205,0.3846355527066514,0.011154296214338019,0.241635377650164,0.3625747734288466
206,0.3340561606207144,0.12910516021312446,0.2704629398017052,0.26637573936445597
207,0.21188818543717775,0.3715378022248715,0.24118054048139337,0.1753934718565575
208,0.15231032827223384,0.3153514684271534,0.2630783304259794,0.26925987287463343
209,0.04894202954584275,0.3077976139189514,0.34579362795214347,0.2974667285830625
210,0.12999736369246084,0.27634020183285124,0.38295363353177725,0.21070880094291072
211,0.27513062169452207,0.23959275417761305,0.22026200622591924,0.26501461790194575
212,0.34262596861395755,0.14168237859730298,0.14689651561254785,0.36879513717619167
213,0.17164596347329,0.35576373751754437,0.1357619665798226,0.3368283324293431
214,0.29564594449518117,0.16274281545052258,0.3546194159837224,0.1869918240705739
215,0.32678792822517144,0.11372556689460868,0.2097531512113155,0.34973335366890446
216,0.03931779858682337,0.3447088846407796,0.4093813985633376,0.2065919182090594
217,0.29977999318299803,0.10573577347923584,0.26723788843509966,0.32724634490266646
218,0.05766755982222293,0.47622531481300573,0.45335914195546145,0.012747983409309938
219,0.38622312603445835,0.26046242406752423,0.036378922218422025,0.3169355276795953
220,0.18059969381636032,0.33050912644398667,0.31694841080714475,0.17194276893250823
221,0.4087134788955068,0.1352941046633089,0.3717901438639903,0.084202272577194
222,0.19777171512131794,0.2699026367418186,0.2756514999477054,0.25667414818915807
223,0.39584512582772347,0.05098273497075508,0.2839616580175298,0.2692104811839916
224,0.22115727342791902,0.16878896368327737,0.31985873245143154,0.2901950304373721
225,0.39371737421730324,0.01153261398227413,0.35329884662144323,0.24145116517897935
226,0.28645217857666133,0.22717965832168605,0.14192032961690043,0.34444783348475216
227,0.32648501659984686,0.24164868793893773,0.2982576152317751,0.13360868022944036
228,0.13007804383620128,0.30462881572301514,0.4239428397327902,0.14135030070799345
229,0.33902011701332385,0.2654780320941762,0.026830053222878552,0.36867179766962144
230,0.3044243353389374,0.1566792107067191,0.25480287549294095,0.2840935784614025
231,0.2077474010478851,0.24991532417670423,0.34929221756541756,0.19304505720999307
232,0.34927639203870947,0.13648281266491874,0.15385945553408145,0.36038133976229025
233,0.3296591223480137,0.34579122286671715,0.034692272608730125,0.2898573821765389
234,0.11936449650780612,0.3757244994033188,0.08192033434788366,0.4229906697409915
235,0.04295503786900048,0.4016621555711256,0.4201103090375556,0.1352724975223183
236,0.3893442163386856,0.26957291242160974,0.026578693367880428,0.31450417787182416
237,0.21273760861971983,0.2809585372794396,0.344311514524407,0.1619923395764335
238,0.28154965036429647,0.3028699974475042,0.023597598900022877,0.39198275328817644
239,0.35281713018978145,0.2575100975089863,0.07557171476144033,0.3141010575397919
240,0.2425026033242859,0.37950351989395464,0.340124463768419,0.03786941301334051
241,0.2501676761582588,0.24444765395655946,0.3461992570197853,0.15918541286539645
242,0.34904377729554836,0.24801413520184243,0.044661793251497814,0.35828029425111146
243,0.28301288080434983,0.054177063353465914,0.27354209744578156,0.38926795839640266
244,0.4694717330992883,0.03957048300399895,0.02641420215020423,0.46454358174650856
245,0.09741580285597955,0.329878085806419,0.3403569305874801,0.23234918075012137
246,0.3397181538705339,0.23345974198109168,0.1125547229763833,0.3142673811719911
247,0.348347001110264,0.22319574446406232,0.029758003041795496,0.3986992513838781
248,0.07307191426441388,0.3419903279412511,0.34047694540481976,0.24446081238951528
249,0.2663973619520799,0.07241476401260295,0.3156152230657083,0.3455726509696088
250,0.16952933406219273,0.08630072504824893,0.384537880887019,0.3596320600025392
251,0.018826981471625266,0.3847509700025278,0.3042007382573205,0.2922213102685264
252,0.11337872588193827,0.3285109250953399,0.3298348706897088,0.22827547833301304
253,0.03785355480033259,0.4793318457470936,0.4642317237443787,0.018582875708195133
254,0.04123622604094824,0.43485013607083106,0.3812166478171412,0.14269699007107944
255,0.29777661702784525,0.17052788258696444,0.30803062796596853,0.22366487241922187
256,0.2944731781956376,0.07200381057394054,0.31994984622435196,0.31357316500606985
257,0.2718666988673677,0.25928494465431035,0.30018196525998636,0.16866639121833565
258,0.33356809152233297,0.06755879488217115,0.3919321245118025,0.20694098908369343
259,0.3574646203787561,0.12149516937745794,0.3517885345299448,0.16925167571384103
260,0.30869858616729234,0.31398197051463406,0.25638359662863197,0.12093584668944155
261,0.37082244958857574,0.15278596051071716,0.21000872579117438,0.2663828641095327
262,0.36379466815620487,0.04418226164196538,0.4312148216439032,0.16080824855792653
263,0.03220053297848344,0.36147344789585906,0.4183685540059212,0.1879574651197362
264,0.2616760835686391,0.20529657314506938,0.20048886397191537,0.3325384793143762
265,0.04641773813849139,0.3785195301354134,0.25962714559460714,0.31543558613148803
266,0.4434220518126659,0.21900291113209908,0.0669074002180472,0.27066763683718786
267,0.32310985051738694,0.3574811394595149,0.16613296608204808,0.15327604394105004
268,0.26743801892514063,0.16625758847557032,0.376449603342699,0.18985478925659002
269,0.29129783677384297,0.33491806250664163,0.3536651939010274,0.020118906818487967
270,0.25007749162747456,0.33986074578399594,0.3432697757117927,0.06679198687673678
271,0.2924315378960879,0.33223983276659186,0.0005578557008685982,0.3747707736364515
272,0.23180924484016124,0.20284989299538822,0.2580000059436811,0.30734085622076934
273,0.42013797898970506,0.00733846966158422,0.4024314253528589,0.17009212599585172
274,0.3691138667255586,0.2443960298780095,0.0057510342132264134,0.38073906918320544
275,0.328127517641614,0.10010699604751516,0.21489795120461466,0.356867535106256
276,0.27594564319986836,0.1776951869514754,0.36759468326378536,0.17876448658487096
277,0.10350931821119985,0.4036837419717311,0.3913290362127147,0.10147790360435421
278,0.26815108673854915,0.2606467622576863,0.3001786051099639,0.17102354589380062
279,0.13152037573002429,0.17663566817727788,0.3429666582609992,0.34887729783169863
280,0.18673194050865974,0.2502878590324137,0.31399590573036285,0.24898429472856365
281,0.12997089893080735,0.2753802959123141,0.33277575223679595,0.2618730529200826
282,0.2895843846347876,0.08762102581943274,0.27940923819983604,0.3433853513459436
283,0.18348830931635338,0.2934669821491399,0.34680693886294345,0.17623776967156327
284,0.2217033803054299,0.15048870810548035,0.3379923418432978,0.28981556974579203
285,0.17291520090625592,0.23031506958892792,0.3333275388599479,0.26344219064486835
286,0.13398528202517598,0.3245637130356874,0.3319740160354414,0.20947698890369526
287,0.17289903131209794,0.2886048426401462,0.3179809822555391,0.22051514379221676
288,0.27255656424144314,0.2846885971368353,0.2886918187835891,0.15406301983813234
289,0.28449575899156404,0.07523396432346043,0.3065973201016983,0.3336729565832772
290,0.357597067163161,0.09927752480179723,0.3090644761720992,0.23406093186294255
291,0.05271029676210081,0.4185104882723892,0.4302097774541821,0.098569437511328
292,0.29094507091243477,0.17895837838016684,0.20777233941908985,0.3223242112883085
293,0.28925067990638303,0.0805737921262662,0.2699464458867397,0.3602290820806111
294,0.32871766838018635,0.2017227690086625,0.11860130969213815,0.3509582529190131
295,0.3344461351143497,0.15086411494666857,0.17290896138807046,0.34178078855091115
296,0.27726386275926346,0.17460700900426412,0.32948260456469103,0.21864652367178136
297,0.09385132977736789,0.3278591899645078,0.3535661316623899,0.22472334859573423
298,0.01941388343132055,0.2311914919997088,0.4365735408538887,0.3128210837150818
299,0.2688219996748685,0.26135186233462865,0.3666064787717172,0.10321965921878563
300,0.3745837688177575,0.32873013562252484,0.10583762723861816,0.1908484683210995
301,0.0611673032766869,0.45797875828887963,0.4511921004600553,0.029661837974378245
302,0.2530078939183597,0.3683000235742391,0.37706180536021816,0.001630277147183038
303,0.2782707002953676,0.2044012539590154,0.34780195675766934,0.16952608898794766
304,0.16994505540072827,0.3949102474012518,0.31179838937571436,0.1233463078223055
305,0.21652871877684823,0.22312062694304224,0.3539550294481906,0.20639562483191892
306,0.24706856770986507,0.2854984906203001,0.15367096210109643,0.31376197956873847
307,0.17702196391411684,0.289710099344465,0.13551946839173445,0.39774846834968364
308,0.19474594484020144,0.28482897051543343,0.3091451684766153,0.21127991616774983
309,0.003489778509653627,0.35932632236640444,0.4182000179885868,0.21898388113535514
310,0.3024397675433181,0.12870261918594675,0.19893434210068103,0.3699232711700542
311,0.20290994105638044,0.21458729680036626,0.2787796581067825,0.30372310403647085
312,0.21250103337048537,0.2069367574748304,0.26194417862887237,0.3186180305258118
313,0.28598369400884915,0.24645923769878805,0.16468020536980812,0.30287686292255467
314,0.30246055656717535,0.07528233067159745,0.23813519011023584,0.3841219226509913
315,0.2826275657632135,0.2768969095962628,0.15705279363763158,0.28342273100289206
316,0.28115242078667896,0.05415182908248657,0.3156095497122916,0.3490862004185429
317,0.3589668327601736,0.18479458383760677,0.09352186879471434,0.36271671460750526
318,0.35596801974450887,0.26820010385434667,0.37392747530356063,0.0019044010975838555
319,0.3002986713589697,0.24486506390443055,0.3130516886843421,0.14178457605225753
320,0.15540008389655363,0.3717535496838356,0.1258236421504155,0.3470227242691953
321,0.33415798306801314,0.040454844363299144,0.2712925507642602,0.3540946218044275
322,0.18342780370197423,0.24821256355873958,0.3161694896980479,0.25219014304123827
323,0.016373340980723825,0.39915739951445517,0.3045928554114009,0.27987640409342013
324,0.37349664145204575,0.06637403626420474,0.36714453177499556,0.1929847905087539
325,0.3106612726918607,0.2954678267310656,0.3917869706724729,0.0020839299046006817
326,0.3390614670682686,0.11772375323835993,0.16599235515158325,0.3772224245417882
327,0.26111737426038767,0.14314972373000664,0.30246964065856236,0.2932632613510433
328,0.2890264679197068,0.26811269953142247,0.13915883282917976,0.303701999719691
329,0.2905578711757425,0.1663000130660049,0.29389941728133867,0.24924269847691394
330,0.22982836500399847,0.2986910400036276,0.30577929776061763,0.16570129723175622
331,0.42043615016054076,0.18347102083003633,0.029185686194396463,0.3669071428150265
332,0.1213568009802387,0.387692671735596,0.11055579986456049,0.38039472741960473
